Player,Banker
Banker,Banker
Player,Banker
Banker,Banker
Banker,Tie
Player,Banker
Banker,Banker
Player,Banker
Player,Banker
Banker,Banker
Player,Banker
Banker,Banker
Player,Player
Player,Banker
Player,Banker
Banker,Banker
Player,Player
Player,Banker
Player,Banker
Player,Banker
Banker,Player
Player,Player
Banker,Banker
Player,Player
Banker,Banker
Banker,Player
Banker,Player
Banker,Banker
Player,Banker
Banker,Banker
Banker,Player
Banker,Banker
Player,Banker
Banker,Banker
Player,Player
Banker,Banker
Player,Player
Player,Banker
Player,Player
Player,Player
Player,Player
Banker,Player
Player,Player
Banker,Banker
Banker,Player
Banker,Player
Banker,Banker
Player,Banker
Banker,Banker
Banker,Player
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Player
Player,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Tie
Tie,Banker
Banker,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Player
Player,Player
Player,Player
Player,Banker
Banker,Player
Player,Tie
Tie,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Banker,Player
Player,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Tie
Tie,Player
Player,Player
Player,Player
Player,Tie
Tie,Player
Player,Player
Banker,Player
Player,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Tie
Tie,Player
Player,Player
Player,Player
Player,Tie
Tie,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Tie
Tie,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Tie
Tie,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Tie
Tie,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Player
Player,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Player
Player,Tie
Tie,Tie
Tie,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Tie
Banker,Banker
Banker,Banker
Banker,Tie
Tie,Player
Player,Player
Player,Banker
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Player
Player,Player
Player,Player
Player,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Player
Player,Banker
Banker,Player
Player,Tie
Tie,Player
Player,Banker
Banker,Player
Player,Player
Player,Player
Player,Banker
Banker,Player
Player,Player
Player,Player
Player,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Player
Player,Banker
Banker,Player
Banker,Banker
Banker,Player
Player,Banker
Banker,Player
